Student admission no,Roll number,Forenoon,Afternoon,Date,Batch name,Reason
2013-1029,59,true,true,2016-03-24,01 - 01-B 2016-17,-
2013-1029,59,true,true,2016-03-25,01 - 01-B 2016-17,-
2013-1029,59,true,true,2016-03-28,01 - 01-B 2016-17,-
2012-0996,88,true,true,2016-03-25,01 - 01-B 2016-17,-
2013-1126,70,true,true,2016-03-23,01 - 01-B 2016-17,-
2013-1126,70,true,true,2016-03-24,01 - 01-B 2016-17,-
2013-1126,70,true,true,2016-03-25,01 - 01-B 2016-17,-
2012-0989,21,true,true,2016-03-24,01 - 01-B 2016-17,-
2013-1078,67,true,true,2016-03-25,01 - 01-B 2016-17,-
2013-1078,67,true,true,2016-03-24,01 - 01-B 2016-17,-
2013-1078,67,true,true,2016-03-23,01 - 01-B 2016-17,-
2013-1142,74,true,true,2016-03-23,01 - 01-B 2016-17,-
2013-1142,74,true,true,2016-03-25,01 - 01-B 2016-17,-
2013-1007,55,true,true,2016-03-25,01 - 01-B 2016-17,-
2013-1178,71,true,true,2016-03-25,01 - 01-B 2016-17,-
2015-1320,20,true,true,2016-04-11,01 - 01-B 2016-17,-
2015-1320,20,true,true,2016-04-25,01 - 01-B 2016-17,-
2015-1320,20,true,true,2016-04-27,01 - 01-B 2016-17,-
2015-1320,20,true,true,2016-04-28,01 - 01-B 2016-17,-
2014-1169,82,true,true,2016-04-29,01 - 01-B 2016-17,-
2014-1169,82,true,true,2016-04-27,01 - 01-B 2016-17,-
2014-1169,82,true,true,2016-04-04,01 - 01-B 2016-17,-
2014-1149,79,true,true,2016-04-04,01 - 01-B 2016-17,-
2013-1130,11,true,true,2016-04-01,01 - 01-B 2016-17,-
2015-1348,89,true,true,2016-04-05,01 - 01-B 2016-17,-
2013-1106,06,true,true,2016-04-04,01 - 01-B 2016-17,-
2013-1106,06,true,true,2016-04-15,01 - 01-B 2016-17,-
2014-1285,05,true,true,2016-04-28,01 - 01-B 2016-17,-
2014-1285,05,true,true,2016-04-29,01 - 01-B 2016-17,-
2015-1436,51,true,true,2016-04-04,01 - 01-B 2016-17,-
2015-1312,81,true,true,2016-04-01,01 - 01-B 2016-17,-
2015-1312,81,true,true,2016-04-13,01 - 01-B 2016-17,-
2015-1312,81,true,true,2016-04-27,01 - 01-B 2016-17,-
2016-1477,69,true,true,2016-04-01,01 - 01-B 2016-17,-
2014-1295,07,true,true,2016-04-04,01 - 01-B 2016-17,-
2014-1295,07,true,true,2016-04-06,01 - 01-B 2016-17,-
2014-1295,07,true,true,2016-04-07,01 - 01-B 2016-17,-
2014-1295,07,true,true,2016-04-08,01 - 01-B 2016-17,-
2014-1295,07,true,true,2016-04-11,01 - 01-B 2016-17,-
2014-1295,07,true,true,2016-04-12,01 - 01-B 2016-17,-
2014-1295,07,true,true,2016-04-13,01 - 01-B 2016-17,-
2014-1295,07,true,true,2016-04-14,01 - 01-B 2016-17,-
2014-1295,07,true,true,2016-04-05,01 - 01-B 2016-17,-
2014-1295,07,true,true,2016-04-15,01 - 01-B 2016-17,-
2014-1295,07,true,true,2016-04-19,01 - 01-B 2016-17,-
2014-1295,07,true,true,2016-04-20,01 - 01-B 2016-17,-
2014-1295,07,true,true,2016-04-21,01 - 01-B 2016-17,-
2014-1295,07,true,true,2016-04-18,01 - 01-B 2016-17,-
2014-1295,07,true,true,2016-04-22,01 - 01-B 2016-17,-
2014-1295,07,true,true,2016-04-25,01 - 01-B 2016-17,-
2014-1295,07,true,true,2016-04-26,01 - 01-B 2016-17,-
2014-1295,07,true,true,2016-04-27,01 - 01-B 2016-17,-
2014-1295,07,true,true,2016-04-28,01 - 01-B 2016-17,-
2014-1295,07,true,true,2016-04-29,01 - 01-B 2016-17,-
2013-1029,59,true,true,2016-04-11,01 - 01-B 2016-17,-
2016-1532,90,true,true,2016-04-27,01 - 01-B 2016-17,-
2012-0996,88,true,true,2016-04-01,01 - 01-B 2016-17,-
2013-1078,67,true,true,2016-04-01,01 - 01-B 2016-17,-
2013-1142,74,true,true,2016-04-04,01 - 01-B 2016-17,-
2013-1142,74,true,true,2016-04-27,01 - 01-B 2016-17,-
2013-1007,55,true,true,2016-04-04,01 - 01-B 2016-17,-
2013-1007,55,true,true,2016-04-07,01 - 01-B 2016-17,-
2013-1007,55,true,true,2016-04-11,01 - 01-B 2016-17,-
2013-1007,55,true,true,2016-04-19,01 - 01-B 2016-17,-
2013-1007,55,true,true,2016-04-22,01 - 01-B 2016-17,-
2013-1007,55,true,true,2016-04-26,01 - 01-B 2016-17,-
2013-1007,55,true,true,2016-04-29,01 - 01-B 2016-17,-
2013-1011,02,true,true,2016-04-01,01 - 01-B 2016-17,-
2013-1106,06,true,true,2016-05-02,01 - 01-B 2016-17,-
2014-1295,07,true,true,2016-05-02,01 - 01-B 2016-17,-
2010-0583,67,true,true,2016-03-25,05 - 05-S 2016-17,-
2012-0943,72,true,true,2016-03-25,05 - 05-S 2016-17,-
2009-0566,63,true,true,2016-03-24,05 - 05-S 2016-17,-
2009-0566,63,true,true,2016-03-25,05 - 05-S 2016-17,-
2015-1457,,true,true,2016-05-02,03 - 03-S 2016-17,-
2012-0949,80,true,true,2016-05-02,03 - 03-S 2016-17,sick leave
2014-1203,55,true,true,2016-04-01,03 - 03-S 2016-17,-
2012-0920,14,true,true,2016-04-01,03 - 03-S 2016-17,-
2015-1457,,true,true,2016-04-01,03 - 03-S 2016-17,-
2016-1498,74,true,true,2016-04-01,03 - 03-S 2016-17,-
2011-0791,61,true,true,2016-04-04,03 - 03-S 2016-17,-
2015-1457,,true,true,2016-04-04,03 - 03-S 2016-17,-
2014-1287,08,true,true,2016-04-01,03 - 03-S 2016-17,-
2014-1287,08,true,true,2016-04-04,03 - 03-S 2016-17,-
2014-1287,08,true,true,2016-04-05,03 - 03-S 2016-17,-
2014-1287,08,true,true,2016-04-06,03 - 03-S 2016-17,-
2014-1287,08,true,true,2016-04-07,03 - 03-S 2016-17,-
2012-0972,65,true,true,2016-04-05,03 - 03-S 2016-17,-
2013-1017,04,true,true,2016-04-07,03 - 03-S 2016-17,-
2012-0920,14,true,true,2016-04-08,03 - 03-S 2016-17,-
2014-1242,75,true,true,2016-04-08,03 - 03-S 2016-17,-
2014-1209,13,true,true,2016-04-11,03 - 03-S 2016-17,-
2012-0949,80,true,true,2016-04-12,03 - 03-S 2016-17,-
2014-1170,10,true,true,2016-04-14,03 - 03-S 2016-17,-
2015-1457,,true,true,2016-04-15,03 - 03-S 2016-17,-
2011-0853,69,true,true,2016-04-15,03 - 03-S 2016-17,-
2011-0842,01,true,true,2016-04-18,03 - 03-S 2016-17,leave
2014-1203,55,true,true,2016-04-20,03 - 03-S 2016-17,-
2015-1457,,true,true,2016-04-18,03 - 03-S 2016-17,-
2013-1136,76,true,true,2016-05-02,06 - 06-S 2016-17,-
2013-1050,77,true,true,2016-05-02,02 - 02-P 2016-17,-
2015-1420,19,true,true,2016-05-03,02 - 02-P 2016-17,-
2016-1511,90,true,true,2016-05-02,02 - 02-P 2016-17,-
N2011-0785,93,true,true,2016-05-02,02 - 02-P 2016-17,-
N2011-0785,93,true,true,2016-05-03,02 - 02-P 2016-17,-
2015-1354,08,true,true,2016-05-02,02 - 02-P 2016-17,-
2013-1050,77,true,true,2016-03-23,02 - 02-P 2016-17,-
2013-1050,77,true,true,2016-03-28,02 - 02-P 2016-17,-
2014-1259,83,true,true,2016-03-25,02 - 02-P 2016-17,-
2014-1259,83,true,true,2016-03-24,02 - 02-P 2016-17,-
2014-1259,83,true,true,2016-03-23,02 - 02-P 2016-17,-
2011-0781,84,true,true,2016-03-23,02 - 02-P 2016-17,-
2011-0781,84,true,true,2016-03-28,02 - 02-P 2016-17,-
2011-0781,84,true,true,2016-03-29,02 - 02-P 2016-17,-
2011-0781,84,true,true,2016-03-30,02 - 02-P 2016-17,-
2011-0781,84,true,true,2016-03-31,02 - 02-P 2016-17,-
2013-1010,11,true,true,2016-03-23,02 - 02-P 2016-17,-
2015-1341,03,true,true,2016-03-23,02 - 02-P 2016-17,-
2013-1077,76,true,true,2016-03-23,02 - 02-P 2016-17,-
2013-1077,76,true,true,2016-03-24,02 - 02-P 2016-17,-
2013-1077,76,true,true,2016-03-25,02 - 02-P 2016-17,-
2013-1077,76,true,true,2016-03-28,02 - 02-P 2016-17,-
2013-1077,76,true,true,2016-03-29,02 - 02-P 2016-17,-
2014-1211,05,true,true,2016-03-23,02 - 02-P 2016-17,-
2014-1211,05,true,true,2016-03-31,02 - 02-P 2016-17,-
2015-1451,24,true,true,2016-03-23,02 - 02-P 2016-17,-
2015-1451,24,true,true,2016-03-24,02 - 02-P 2016-17,-
2015-1420,19,true,true,2016-03-24,02 - 02-P 2016-17,-
2015-1420,19,true,true,2016-03-23,02 - 02-P 2016-17,-
2015-1420,19,true,true,2016-03-25,02 - 02-P 2016-17,-
2015-1420,19,true,true,2016-03-28,02 - 02-P 2016-17,-
2015-1420,19,true,true,2016-03-29,02 - 02-P 2016-17,-
2015-1420,19,true,true,2016-03-30,02 - 02-P 2016-17,-
N2011-0785,93,true,true,2016-03-23,02 - 02-P 2016-17,-
N2011-0785,93,true,true,2016-03-24,02 - 02-P 2016-17,-
N2011-0785,93,true,true,2016-03-25,02 - 02-P 2016-17,-
N2011-0785,93,true,true,2016-03-28,02 - 02-P 2016-17,-
N2011-0785,93,true,true,2016-03-29,02 - 02-P 2016-17,-
N2011-0785,93,true,true,2016-03-31,02 - 02-P 2016-17,-
2013-1061,14,true,true,2016-03-31,02 - 02-P 2016-17,-
2013-1061,14,true,true,2016-03-30,02 - 02-P 2016-17,-
2013-1061,14,true,true,2016-03-29,02 - 02-P 2016-17,-
2013-1061,14,true,true,2016-03-28,02 - 02-P 2016-17,-
2013-1061,14,true,true,2016-03-25,02 - 02-P 2016-17,-
2013-1061,14,true,true,2016-03-24,02 - 02-P 2016-17,-
2013-1061,14,true,true,2016-03-23,02 - 02-P 2016-17,-
2014-1183,01,true,true,2016-03-23,02 - 02-P 2016-17,-
2014-1183,01,true,true,2016-03-25,02 - 02-P 2016-17,-
2015-1324,86,true,true,2016-03-23,02 - 02-P 2016-17,-
2012-0928,59,true,true,2016-03-23,02 - 02-P 2016-17,-
2014-1234,82,true,true,2016-03-23,02 - 02-P 2016-17,-
2014-1294,80,true,true,2016-03-24,02 - 02-P 2016-17,-
2014-1294,80,true,true,2016-03-23,02 - 02-P 2016-17,-
2014-1294,80,true,true,2016-03-25,02 - 02-P 2016-17,-
2012-0904,55,true,true,2016-03-23,02 - 02-P 2016-17,-
2012-0904,55,true,true,2016-03-24,02 - 02-P 2016-17,-
2012-0904,55,true,true,2016-03-25,02 - 02-P 2016-17,-
2012-0990,09,true,true,2016-03-23,02 - 02-P 2016-17,-
2012-0990,09,true,true,2016-03-24,02 - 02-P 2016-17,-
2012-0990,09,true,true,2016-03-25,02 - 02-P 2016-17,-
2014-1177,72,true,true,2016-03-23,02 - 02-P 2016-17,-
2014-1177,72,true,true,2016-03-25,02 - 02-P 2016-17,-
2013-1012,52,true,true,2016-03-23,02 - 02-P 2016-17,-
2013-1012,52,true,true,2016-03-24,02 - 02-P 2016-17,-
2013-1012,52,true,true,2016-03-25,02 - 02-P 2016-17,-
2013-1012,52,true,true,2016-03-28,02 - 02-P 2016-17,-
2015-1330,07,true,true,2016-03-23,02 - 02-P 2016-17,-
2015-1354,08,true,true,2016-03-23,02 - 02-P 2016-17,-
2015-1354,08,true,true,2016-03-29,02 - 02-P 2016-17,-
2011-0872,58,true,true,2016-03-25,02 - 02-P 2016-17,-
2011-0872,58,true,true,2016-03-24,02 - 02-P 2016-17,-
2011-0872,58,true,true,2016-03-23,02 - 02-P 2016-17,-
2010-0940,62,true,true,2016-03-23,02 - 02-P 2016-17,-
2010-0940,62,true,true,2016-03-25,02 - 02-P 2016-17,-
2013-1050,77,true,true,2016-04-01,02 - 02-P 2016-17,-
2013-1050,77,true,true,2016-04-05,02 - 02-P 2016-17,-
2014-1259,83,true,true,2016-04-01,02 - 02-P 2016-17,-
2011-0781,84,true,true,2016-04-01,02 - 02-P 2016-17,-
2011-0781,84,true,true,2016-04-08,02 - 02-P 2016-17,-
2014-1211,05,true,true,2016-04-13,02 - 02-P 2016-17,-
2015-1420,19,true,true,2016-04-01,02 - 02-P 2016-17,-
2015-1420,19,true,true,2016-04-15,02 - 02-P 2016-17,-
N2011-0785,93,true,true,2016-04-01,02 - 02-P 2016-17,-
N2011-0785,93,true,true,2016-04-12,02 - 02-P 2016-17,-
N2011-0785,93,true,true,2016-04-15,02 - 02-P 2016-17,-
N2011-0785,93,true,true,2016-04-21,02 - 02-P 2016-17,-
N2011-0785,93,true,true,2016-04-22,02 - 02-P 2016-17,-
N2011-0785,93,true,true,2016-04-25,02 - 02-P 2016-17,-
N2011-0785,93,true,true,2016-04-26,02 - 02-P 2016-17,-
N2011-0785,93,true,true,2016-04-27,02 - 02-P 2016-17,-
2013-1061,14,true,true,2016-04-01,02 - 02-P 2016-17,-
2013-1061,14,true,true,2016-04-27,02 - 02-P 2016-17,-
2016-1503,23,true,true,2016-04-05,02 - 02-P 2016-17,-
2016-1503,23,true,true,2016-04-27,02 - 02-P 2016-17,-
2014-1183,01,true,true,2016-04-13,02 - 02-P 2016-17,-
2012-0928,59,true,true,2016-04-01,02 - 02-P 2016-17,-
2012-0904,55,true,true,2016-04-05,02 - 02-P 2016-17,-
2012-0990,09,true,true,2016-04-11,02 - 02-P 2016-17,-
2012-0990,09,true,true,2016-04-27,02 - 02-P 2016-17,-
2014-1177,72,true,true,2016-04-04,02 - 02-P 2016-17,-
2015-1330,07,true,true,2016-04-04,02 - 02-P 2016-17,-
2015-1330,07,true,true,2016-04-05,02 - 02-P 2016-17,-
2013-1012,52,true,true,2016-04-08,02 - 02-P 2016-17,-
2013-1012,52,true,true,2016-04-07,02 - 02-P 2016-17,-
2013-1012,52,true,true,2016-04-06,02 - 02-P 2016-17,-
2015-1354,08,true,true,2016-04-11,02 - 02-P 2016-17,-
2015-1354,08,true,true,2016-04-12,02 - 02-P 2016-17,-
2015-1354,08,true,true,2016-04-13,02 - 02-P 2016-17,-
2015-1354,08,true,true,2016-04-14,02 - 02-P 2016-17,-
2012-0895,04,true,true,2016-03-24,02 - 02-Pur 2016-17,-
2012-0895,04,true,true,2016-03-25,02 - 02-Pur 2016-17,-
2013-1045,16,true,true,2016-03-25,02 - 02-Pur 2016-17,-
2013-1045,16,true,true,2016-03-31,02 - 02-Pur 2016-17,-
2015-1424,20,true,true,2016-03-24,02 - 02-Pur 2016-17,-
2015-1424,20,true,true,2016-03-25,02 - 02-Pur 2016-17,-
2015-1424,20,true,true,2016-03-28,02 - 02-Pur 2016-17,-
2015-1424,20,true,true,2016-03-29,02 - 02-Pur 2016-17,-
2015-1424,20,true,true,2016-03-30,02 - 02-Pur 2016-17,-
2015-1424,20,true,true,2016-03-31,02 - 02-Pur 2016-17,-
2013-1141,17,true,true,2016-03-25,02 - 02-Pur 2016-17,-
2013-1141,17,true,true,2016-03-29,02 - 02-Pur 2016-17,-
2013-1047,13,true,true,2016-03-29,02 - 02-Pur 2016-17,-
2012-0925,57,true,true,2016-03-28,02 - 02-Pur 2016-17,-
2012-0925,57,true,true,2016-03-31,02 - 02-Pur 2016-17,-
2013-1039,78,true,true,2016-03-25,02 - 02-Pur 2016-17,-
2013-1039,78,true,true,2016-03-24,02 - 02-Pur 2016-17,-
2012-0964,65,true,true,2016-03-24,02 - 02-Pur 2016-17,-
2012-0964,65,true,true,2016-03-25,02 - 02-Pur 2016-17,-
2012-0979,68,true,true,2016-03-24,02 - 02-Pur 2016-17,-
2012-0886,51,true,true,2016-03-28,02 - 02-Pur 2016-17,-
2015-1378,71,true,true,2016-03-29,02 - 02-Pur 2016-17,-
2015-1378,71,true,true,2016-03-25,02 - 02-Pur 2016-17,-
2012-0986,69,true,true,2016-03-25,02 - 02-Pur 2016-17,-
2013-1116,81,true,true,2016-03-25,02 - 02-Pur 2016-17,-
2012-0973,66,true,true,2016-03-25,02 - 02-Pur 2016-17,-
2012-0973,66,true,true,2016-03-28,02 - 02-Pur 2016-17,-
2015-1397,89,true,true,2016-03-25,02 - 02-Pur 2016-17,-
2015-1397,89,true,true,2016-03-24,02 - 02-Pur 2016-17,-
2012-0937,61,true,true,2016-03-25,02 - 02-Pur 2016-17,-
2012-0937,61,true,true,2016-03-28,02 - 02-Pur 2016-17,-
2015-1442,92,true,true,2016-04-01,02 - 02-Pur 2016-17,-
2015-1456,22,true,true,2016-04-28,02 - 02-Pur 2016-17,-
2012-0979,68,true,true,2016-05-04,02 - 02-Pur 2016-17,-
2012-0979,68,true,true,2016-05-03,02 - 02-Pur 2016-17,-
2015-1379,18,true,true,2016-05-02,02 - 02-Pur 2016-17,-
2015-1379,18,true,true,2016-05-03,02 - 02-Pur 2016-17,-
2015-1355,56,true,true,2016-05-02,02 - 02-Pur 2016-17,-
2015-1355,56,true,true,2016-05-03,02 - 02-Pur 2016-17,-
2012-0964,65,true,true,2016-05-02,02 - 02-Pur 2016-17,-
2012-0886,51,true,true,2016-05-03,02 - 02-Pur 2016-17,-
2015-1397,89,true,true,2016-05-04,02 - 02-Pur 2016-17,-
2008-0448,51,true,true,2016-05-02,10 - 10 2016-17,-
2008-0448,51,true,true,2016-05-03,10 - 10 2016-17,-
2015-1365,75,true,true,2016-05-02,10 - 10 2016-17,-
2013-1071,70,true,true,2016-05-03,10 - 10 2016-17,-
2015-1401,76,true,true,2016-05-02,10 - 10 2016-17,-
2004-0035,53,true,true,2016-05-03,10 - 10 2016-17,-
2014-1276,67,true,true,2016-05-02,10 - 10 2016-17,-
2010-0605,64,true,true,2016-05-03,10 - 10 2016-17,-
2015-1362,69,true,true,2016-05-03,10 - 10 2016-17,-
2004-0071,59,true,true,2016-05-02,10 - 10 2016-17,-
2010-0672,80,true,true,2016-05-03,10 - 10 2016-17,-
2008-0372,62,true,true,2016-05-03,10 - 10 2016-17,-
2013-1133,78,true,true,2016-05-02,10 - 10 2016-17,-
2013-1133,78,true,true,2016-05-03,10 - 10 2016-17,-
2010-0623,02,true,true,2016-05-03,10 - 10 2016-17,-
2010-0623,02,true,true,2016-05-02,10 - 10 2016-17,-
2014-1154,55,true,true,2016-05-02,10 - 10 2016-17,-
2015-1398,13,true,true,2016-05-03,08 - 08-A 2016-17,unknown
2015-1398,13,true,true,2016-04-27,08 - 08-A 2016-17,unknown
2012-0944,11,true,true,2016-04-28,08 - 08-A 2016-17,unknown
2012-0944,11,true,true,2016-04-29,08 - 08-A 2016-17,unknown
2015-1462,09,true,true,2016-04-28,08 - 08-A 2016-17,unknown
2008-0448,51,true,true,2016-05-05,10 - 10 2016-17,-
2004-0035,53,true,true,2016-05-04,10 - 10 2016-17,-
2013-1113,74,true,true,2016-05-05,10 - 10 2016-17,-
2010-0672,80,true,true,2016-05-04,10 - 10 2016-17,-
2010-0623,02,true,true,2016-05-04,10 - 10 2016-17,-
2010-0623,02,true,true,2016-05-05,10 - 10 2016-17,-
2015-1334,73,true,true,2016-05-04,10 - 10 2016-17,-
2015-1356,57,true,true,2016-05-04,10 - 10 2016-17,-
2004-0024,03,true,true,2016-05-05,10 - 10 2016-17,-
2014-1264,05,true,true,2016-05-05,10 - 10 2016-17,-
2014-1264,05,true,true,2016-05-04,10 - 10 2016-17,-
2014-1246,16,true,true,2016-05-06,03 - 03-S 2016-17,-
2012-0972,65,true,true,2016-05-06,03 - 03-S 2016-17,-
2014-1170,10,true,true,2016-04-25,03 - 03-S 2016-17,-
2012-0949,80,true,true,2016-04-25,03 - 03-S 2016-17,-
2014-1170,10,true,true,2016-04-27,03 - 03-S 2016-17,-
2014-1246,16,true,true,2016-04-27,03 - 03-S 2016-17,-
2014-1168,02,true,true,2016-04-28,03 - 03-S 2016-17,-
2016-1498,74,true,true,2016-04-28,03 - 03-S 2016-17,leave
2012-0949,80,true,true,2016-04-29,03 - 03-S 2016-17,-
2014-1242,75,true,true,2016-04-29,03 - 03-S 2016-17,-
2016-1484,51,true,true,2016-03-24,09 - 09-B 2016-17,absent
2010-0633,85,true,true,2016-03-25,09 - 09-B 2016-17,absent
2006-0182,58,true,true,2016-04-01,09 - 09-B 2016-17,absent
2013-1096,82,true,true,2016-04-01,09 - 09-B 2016-17,absent
2012-0881,80,true,true,2016-04-01,09 - 09-B 2016-17,absent
2015-1358,61,true,true,2016-04-01,09 - 09-B 2016-17,Leave
2010-0636,69,true,true,2016-04-04,09 - 09-B 2016-17,absent
2010-0712,75,true,true,2016-04-04,09 - 09-B 2016-17,absent
2010-0668,74,true,true,2016-04-04,09 - 09-B 2016-17,absent
2015-1335,86,true,true,2016-04-04,09 - 09-B 2016-17,Leave
2015-1335,86,true,true,2016-04-05,09 - 09-B 2016-17,leave
2015-1335,86,true,true,2016-04-06,09 - 09-B 2016-17,leave
2015-1335,86,true,true,2016-04-07,09 - 09-B 2016-17,leave
2015-1335,86,true,true,2016-04-08,09 - 09-B 2016-17,leave
2015-1335,86,true,true,2016-04-11,09 - 09-B 2016-17,absent
2010-0633,85,true,true,2016-04-04,09 - 09-B 2016-17,absent
2010-0633,85,true,true,2016-04-06,09 - 09-B 2016-17,leave
2010-0633,85,true,true,2016-04-07,09 - 09-B 2016-17,leave
2010-0633,85,true,true,2016-04-08,09 - 09-B 2016-17,leave
2010-0633,85,true,true,2016-04-11,09 - 09-B 2016-17,absent
2010-0633,85,true,true,2016-04-12,09 - 09-B 2016-17,absent
2010-0633,85,true,true,2016-04-13,09 - 09-B 2016-17,absent
2013-1096,82,true,true,2016-04-04,09 - 09-B 2016-17,absent
2013-1096,82,true,true,2016-04-07,09 - 09-B 2016-17,absent
2013-1096,82,true,true,2016-04-08,09 - 09-B 2016-17,absent
2013-1096,82,true,true,2016-04-13,09 - 09-B 2016-17,absent
2013-1096,82,true,true,2016-04-14,09 - 09-B 2016-17,absent
2013-1096,82,true,true,2016-04-22,09 - 09-B 2016-17,absent
2013-1096,82,true,true,2016-04-28,09 - 09-B 2016-17,absent
2015-1370,76,true,true,2016-04-05,09 - 09-B 2016-17,absent
2015-1365,75,true,true,2016-05-06,10 - 10 2016-17,-
2015-1370,76,true,true,2016-04-19,09 - 09-B 2016-17,absent
2015-1370,76,true,true,2016-04-29,09 - 09-B 2016-17,absent
2004-0049,60,true,true,2016-05-06,10 - 10 2016-17,-
2014-1276,67,true,true,2016-05-06,10 - 10 2016-17,-
2013-1113,74,true,true,2016-05-06,10 - 10 2016-17,-
2010-0672,80,true,true,2016-05-06,10 - 10 2016-17,-
2008-0372,62,true,true,2016-05-06,10 - 10 2016-17,-
2010-0623,02,true,true,2016-05-06,10 - 10 2016-17,-
2015-1334,73,true,true,2016-05-06,10 - 10 2016-17,-
2011-0800,77,true,true,2016-05-06,10 - 10 2016-17,-
2012-0881,80,true,true,2016-04-07,09 - 09-B 2016-17,absent
2015-1336,04,true,true,2016-05-06,10 - 10 2016-17,-
2004-0024,03,true,true,2016-05-06,10 - 10 2016-17,-
2012-0881,80,true,true,2016-04-11,09 - 09-B 2016-17,absent
2011-0768,71,true,true,2016-05-06,10 - 10 2016-17,-
2012-0881,80,true,true,2016-04-27,09 - 09-B 2016-17,absent
2014-1264,05,true,true,2016-05-06,10 - 10 2016-17,-
2013-1005,68,true,true,2016-05-06,10 - 10 2016-17,-
2015-1358,61,true,true,2016-04-15,09 - 09-B 2016-17,absent
2016-1510,53,true,true,2016-04-29,09 - 09-B 2016-17,absent
2016-1531,59,true,true,2016-04-20,09 - 09-B 2016-17,absent
2016-1531,59,true,true,2016-04-21,09 - 09-B 2016-17,absent
2013-1066,64,true,true,2016-04-05,09 - 09-B 2016-17,absent
2013-1066,64,true,true,2016-04-08,09 - 09-B 2016-17,absent
2010-0712,75,true,true,2016-04-11,09 - 09-B 2016-17,absent
2010-0712,75,true,true,2016-04-12,09 - 09-B 2016-17,absent
2010-0712,75,true,true,2016-04-19,09 - 09-B 2016-17,absent
2010-0712,75,true,true,2016-04-26,09 - 09-B 2016-17,absent
2010-0712,75,true,true,2016-04-27,09 - 09-B 2016-17,absent
2011-0777,70,true,true,2016-04-11,09 - 09-B 2016-17,absent
2011-0777,70,true,true,2016-04-19,09 - 09-B 2016-17,absent
2006-0182,58,true,true,2016-04-12,09 - 09-B 2016-17,absent
2006-0182,58,true,true,2016-04-13,09 - 09-B 2016-17,absent
2006-0182,58,true,true,2016-04-22,09 - 09-B 2016-17,leave
2006-0182,58,true,true,2016-04-29,09 - 09-B 2016-17,absent
2011-0828,79,true,true,2016-04-06,09 - 09-B 2016-17,absent
2011-0828,79,true,true,2016-04-11,09 - 09-B 2016-17,absent
2011-0828,79,true,true,2016-04-18,09 - 09-B 2016-17,absent
2011-0828,79,true,true,2016-04-27,09 - 09-B 2016-17,absent
2010-0668,74,true,true,2016-04-06,09 - 09-B 2016-17,absent
2010-0668,74,true,true,2016-04-14,09 - 09-B 2016-17,absent
2010-0668,74,true,true,2016-04-15,09 - 09-B 2016-17,absent
2010-0668,74,true,true,2016-04-20,09 - 09-B 2016-17,absent
2010-0668,74,true,true,2016-04-21,09 - 09-B 2016-17,absent
2010-0668,74,true,true,2016-04-22,09 - 09-B 2016-17,absent
2014-1237,77,true,true,2016-04-11,09 - 09-B 2016-17,absent
2014-1237,77,true,true,2016-04-12,09 - 09-B 2016-17,absent
2014-1237,77,true,true,2016-04-18,09 - 09-B 2016-17,absent
2014-1237,77,true,true,2016-04-19,09 - 09-B 2016-17,absent
2014-1237,77,true,true,2016-04-20,09 - 09-B 2016-17,absent
2014-1237,77,true,true,2016-04-21,09 - 09-B 2016-17,absent
2014-1237,77,true,true,2016-04-22,09 - 09-B 2016-17,absent
2013-1124,87,true,true,2016-04-04,09 - 09-B 2016-17,absent
2013-1124,87,true,true,2016-04-13,09 - 09-B 2016-17,absent
2013-1124,87,true,true,2016-04-20,09 - 09-B 2016-17,absent
2013-1124,87,true,true,2016-04-22,09 - 09-B 2016-17,absent
2007-0278,62,true,true,2016-04-06,09 - 09-B 2016-17,leave
2015-1428,81,true,true,2016-04-04,09 - 09-B 2016-17,absent
2015-1428,81,true,true,2016-04-06,09 - 09-B 2016-17,absent
2015-1428,81,true,true,2016-04-07,09 - 09-B 2016-17,absent
2015-1428,81,true,true,2016-04-18,09 - 09-B 2016-17,absent
2015-1428,81,true,true,2016-04-21,09 - 09-B 2016-17,absent
2015-1428,81,true,true,2016-04-27,09 - 09-B 2016-17,absent
2013-1103,65,true,true,2016-04-22,09 - 09-B 2016-17,absent
2013-1124,87,true,true,2016-03-24,09 - 09-B 2016-17,absent
2011-0777,70,true,true,2016-03-25,09 - 09-B 2016-17,leave
2011-0777,70,true,true,2016-03-28,09 - 09-B 2016-17,leave
2015-1428,81,true,true,2016-03-25,09 - 09-B 2016-17,-
2015-1428,81,true,true,2016-03-28,09 - 09-B 2016-17,-
2015-1428,81,true,true,2016-03-29,09 - 09-B 2016-17,-
2011-0828,79,true,true,2016-03-28,09 - 09-B 2016-17,-
2011-0828,79,true,true,2016-03-29,09 - 09-B 2016-17,-
2010-0712,75,true,true,2016-03-25,09 - 09-B 2016-17,-
2013-1103,65,true,true,2016-03-25,09 - 09-B 2016-17,-
2013-1103,65,true,true,2016-03-30,09 - 09-B 2016-17,-
2014-1237,77,true,true,2016-03-25,09 - 09-B 2016-17,-
2014-1237,77,true,true,2016-03-30,09 - 09-B 2016-17,-
2013-1096,82,true,true,2016-03-25,09 - 09-B 2016-17,-
2013-1096,82,true,true,2016-03-31,09 - 09-B 2016-17,-
2013-1124,87,true,true,2016-03-25,09 - 09-B 2016-17,-
2013-1124,87,true,true,2016-03-31,09 - 09-B 2016-17,-
2010-0636,69,true,true,2016-03-25,09 - 09-B 2016-17,-
