Student,Roll number,Exam group,Batch,Subject,Marks,Grading level,Remarks
2014-1177,72,QUIZ-I,02 - 02-P 2016-17,URD-02,19.0,A+,
2011-0872,58,QUIZ-I,02 - 02-P 2016-17,URD-02,17.0,A,
2015-1330,07,QUIZ-I,02 - 02-P 2016-17,URD-02,20.0,A+,
2015-1354,08,QUIZ-I,02 - 02-P 2016-17,URD-02,19.0,A+,
2016-1511,90,QUIZ-I,02 - 02-P 2016-17,URD-02,19.0,A+,
2016-1487,88,QUIZ-I,02 - 02-P 2016-17,URD-02,20.0,A+,
2015-1324,86,QUIZ-I,02 - 02-P 2016-17,URD-02,20.0,A+,
2015-1420,19,QUIZ-I,02 - 02-P 2016-17,URD-02,19.0,A+,
2012-0928,59,QUIZ-I,02 - 02-P 2016-17,URD-02,12.0,B,
2014-1234,82,QUIZ-I,02 - 02-P 2016-17,URD-02,19.0,A+,
2014-1294,80,QUIZ-I,02 - 02-P 2016-17,URD-02,18.0,A+,
2012-0990,09,QUIZ-I,02 - 02-P 2016-17,URD-02,18.0,A+,
N2011-0785,93,QUIZ-I,02 - 02-P 2016-17,URD-02,15.0,B+,
2013-1061,14,QUIZ-I,02 - 02-P 2016-17,URD-02,17.0,A,
2012-0904,55,QUIZ-I,02 - 02-P 2016-17,URD-02,19.0,A+,
2013-1012,52,QUIZ-I,02 - 02-P 2016-17,URD-02,20.0,A+,
2010-0940,62,QUIZ-I,02 - 02-P 2016-17,URD-02,18.0,A+,
2013-1050,77,QUIZ-I,02 - 02-P 2016-17,URD-02,18.0,A+,
2015-1341,03,QUIZ-I,02 - 02-P 2016-17,URD-02,19.0,A+,
2012-0973,66,QUIZ-I,02 - 02-Pur 2016-17,URD-02,9.0,F,
2013-1047,13,QUIZ-I,02 - 02-Pur 2016-17,URD-02,17.0,A,
2012-0886,51,QUIZ-I,02 - 02-Pur 2016-17,URD-02,17.0,A,
2012-0895,04,QUIZ-I,02 - 02-Pur 2016-17,URD-02,19.0,A+,
2015-1355,56,QUIZ-I,02 - 02-Pur 2016-17,URD-02,19.0,A+,
2015-1379,18,QUIZ-I,02 - 02-Pur 2016-17,URD-02,16.0,A,
2015-1323,85,QUIZ-I,02 - 02-Pur 2016-17,URD-02,12.0,B,
2015-1397,89,QUIZ-I,02 - 02-Pur 2016-17,URD-02,19.0,A+,
2015-1378,71,QUIZ-I,02 - 02-Pur 2016-17,URD-02,18.0,A+,
2015-1442,92,QUIZ-I,02 - 02-Pur 2016-17,URD-02,19.0,A+,
2012-0937,61,QUIZ-I,02 - 02-Pur 2016-17,URD-02,18.0,A+,
2012-0925,57,QUIZ-I,02 - 02-Pur 2016-17,URD-02,19.0,A+,
2013-1039,78,QUIZ-I,02 - 02-Pur 2016-17,URD-02,17.0,A,
2012-0964,65,QUIZ-I,02 - 02-Pur 2016-17,URD-02,7.0,F,
2012-0987,70,QUIZ-I,02 - 02-Pur 2016-17,URD-02,17.0,A,
2015-1305,74,QUIZ-I,02 - 02-Pur 2016-17,URD-02,19.0,A+,
2015-1456,22,QUIZ-I,02 - 02-Pur 2016-17,URD-02,19.0,A+,
2016-1513,06,QUIZ-I,02 - 02-Pur 2016-17,URD-02,15.0,B+,
2012-0884,02,QUIZ-I,02 - 02-Pur 2016-17,URD-02,20.0,A+,
2013-1141,17,QUIZ-I,02 - 02-Pur 2016-17,URD-02,18.0,A+,
2012-0979,68,QUIZ-I,02 - 02-Pur 2016-17,URD-02,19.0,A+,
2013-1116,81,QUIZ-I,02 - 02-Pur 2016-17,URD-02,18.0,A+,
2012-0986,69,QUIZ-I,02 - 02-Pur 2016-17,URD-02,15.0,B+,
2014-1204,73,QUIZ-I,02 - 02-Pur 2016-17,URD-02,12.0,B,
2012-0929,60,QUIZ-I,02 - 02-Pur 2016-17,URD-02,19.0,A+,
2013-1045,16,QUIZ-I,02 - 02-Pur 2016-17,URD-02,19.0,A+,
2013-1044,12,QUIZ-I,02 - 02-Pur 2016-17,URD-02,18.0,A+,
2015-1424,20,QUIZ-I,02 - 02-Pur 2016-17,URD-02,16.0,A,
2013-1091,15,QUIZ-I,02 - 02-Pur 2016-17,URD-02,17.0,A,
2012-0973,66,QUIZ-I,02 - 02-Pur 2016-17,SS-02,4.0,F,
2013-1047,13,QUIZ-I,02 - 02-Pur 2016-17,SS-02,15.0,A+,
2012-0886,51,QUIZ-I,02 - 02-Pur 2016-17,SS-02,11.0,B+,
2012-0895,04,QUIZ-I,02 - 02-Pur 2016-17,SS-02,14.5,A+,
2015-1355,56,QUIZ-I,02 - 02-Pur 2016-17,SS-02,11.0,B+,
2015-1379,18,QUIZ-I,02 - 02-Pur 2016-17,SS-02,13.0,A,
2015-1323,85,QUIZ-I,02 - 02-Pur 2016-17,SS-02,7.9,C,
2015-1397,89,QUIZ-I,02 - 02-Pur 2016-17,SS-02,10.5,B+,
2015-1378,71,QUIZ-I,02 - 02-Pur 2016-17,SS-02,13.5,A+,
2015-1442,92,QUIZ-I,02 - 02-Pur 2016-17,SS-02,15.0,A+,
2012-0937,61,QUIZ-I,02 - 02-Pur 2016-17,SS-02,9.0,B,
2012-0925,57,QUIZ-I,02 - 02-Pur 2016-17,SS-02,9.0,B,
2013-1039,78,QUIZ-I,02 - 02-Pur 2016-17,SS-02,11.0,B+,
2012-0964,65,QUIZ-I,02 - 02-Pur 2016-17,SS-02,3.7,F,
2012-0987,70,QUIZ-I,02 - 02-Pur 2016-17,SS-02,3.4,F,
2015-1305,74,QUIZ-I,02 - 02-Pur 2016-17,SS-02,14.0,A+,
2015-1456,22,QUIZ-I,02 - 02-Pur 2016-17,SS-02,15.0,A+,
2016-1513,06,QUIZ-I,02 - 02-Pur 2016-17,SS-02,12.0,A,
2012-0884,02,QUIZ-I,02 - 02-Pur 2016-17,SS-02,14.5,A+,
2013-1141,17,QUIZ-I,02 - 02-Pur 2016-17,SS-02,15.0,A+,
2012-0979,68,QUIZ-I,02 - 02-Pur 2016-17,SS-02,13.0,A,
2013-1116,81,QUIZ-I,02 - 02-Pur 2016-17,SS-02,11.0,B+,
2012-0986,69,QUIZ-I,02 - 02-Pur 2016-17,SS-02,4.5,F,
2014-1204,73,QUIZ-I,02 - 02-Pur 2016-17,SS-02,4.0,F,
2012-0929,60,QUIZ-I,02 - 02-Pur 2016-17,SS-02,11.5,B+,
2013-1045,16,QUIZ-I,02 - 02-Pur 2016-17,SS-02,10.5,B+,
2013-1044,12,QUIZ-I,02 - 02-Pur 2016-17,SS-02,13.5,A+,
2015-1424,20,QUIZ-I,02 - 02-Pur 2016-17,SS-02,9.0,B,
2013-1091,15,QUIZ-I,02 - 02-Pur 2016-17,SS-02,7.5,C,
2016-1491,80,QUIZ-I,01 - 01-R 2016-17,SS-01,15.0,A+,
2016-1503,23,QUIZ-I,02 - 02-P 2016-17,CS-02,8.0,A,
2016-1506,21,QUIZ-I,02 - 02-P 2016-17,CS-02,8.0,A,
2014-1259,83,QUIZ-I,02 - 02-P 2016-17,CS-02,8.0,A,
2011-0781,84,QUIZ-I,02 - 02-P 2016-17,CS-02,10.0,A+,
2013-1010,11,QUIZ-I,02 - 02-P 2016-17,CS-02,10.0,A+,
2013-1077,76,QUIZ-I,02 - 02-P 2016-17,CS-02,10.0,A+,
2014-1211,05,QUIZ-I,02 - 02-P 2016-17,CS-02,9.0,A+,
2014-1177,72,QUIZ-I,02 - 02-P 2016-17,CS-02,10.0,A+,
2011-0872,58,QUIZ-I,02 - 02-P 2016-17,CS-02,8.0,A,
2015-1330,07,QUIZ-I,02 - 02-P 2016-17,CS-02,10.0,A+,
2015-1354,08,QUIZ-I,02 - 02-P 2016-17,CS-02,10.0,A+,
2016-1511,90,QUIZ-I,02 - 02-P 2016-17,CS-02,10.0,A+,
2016-1487,88,QUIZ-I,02 - 02-P 2016-17,CS-02,10.0,A+,
2015-1324,86,QUIZ-I,02 - 02-P 2016-17,CS-02,10.0,A+,
2015-1420,19,QUIZ-I,02 - 02-P 2016-17,CS-02,10.0,A+,
2012-0928,59,QUIZ-I,02 - 02-P 2016-17,CS-02,8.0,A,
2014-1234,82,QUIZ-I,02 - 02-P 2016-17,CS-02,10.0,A+,
2014-1294,80,QUIZ-I,02 - 02-P 2016-17,CS-02,10.0,A+,
2012-0990,09,QUIZ-I,02 - 02-P 2016-17,CS-02,10.0,A+,
2013-1061,14,QUIZ-I,02 - 02-P 2016-17,CS-02,8.5,A,
2012-0904,55,QUIZ-I,02 - 02-P 2016-17,CS-02,10.0,A+,
2013-1012,52,QUIZ-I,02 - 02-P 2016-17,CS-02,10.0,A+,
2010-0940,62,QUIZ-I,02 - 02-P 2016-17,CS-02,10.0,A+,
2013-1050,77,QUIZ-I,02 - 02-P 2016-17,CS-02,10.0,A+,
2015-1341,03,QUIZ-I,02 - 02-P 2016-17,CS-02,7.5,B+,
2014-1300,18,QUIZ-I,01 - 01-R 2016-17,SS-01,15.0,A+,
2016-1533,09,QUIZ-I,01 - 01-R 2016-17,SS-01,14.0,A+,
2016-1492,04,QUIZ-I,01 - 01-R 2016-17,SS-01,14.5,A+,
2014-1183,01,QUIZ-I,02 - 02-P 2016-17,CS-02,8.0,A,
2016-1493,58,QUIZ-I,03 - 03-G 2016-17,CS-03,9.0,A+,
2015-1400,82,QUIZ-I,03 - 03-G 2016-17,CS-03,8.5,A,
2011-0849,12,QUIZ-I,03 - 03-G 2016-17,CS-03,7.0,B+,
2012-0889,19,QUIZ-I,03 - 03-G 2016-17,CS-03,10.0,A+,
2015-1329,23,QUIZ-I,03 - 03-G 2016-17,CS-03,7.0,B+,
2011-0786,63,QUIZ-I,03 - 03-G 2016-17,CS-03,8.0,A,
2013-1080,83,QUIZ-I,03 - 03-G 2016-17,CS-03,10.0,A+,
2012-0924,67,QUIZ-I,03 - 03-G 2016-17,CS-03,10.0,A+,
2012-0887,53,QUIZ-I,03 - 03-G 2016-17,CS-03,7.0,B+,
2013-1062,84,QUIZ-I,03 - 03-G 2016-17,CS-03,10.0,A+,
2014-1256,86,QUIZ-I,03 - 03-G 2016-17,CS-03,10.0,A+,
2011-0857,71,QUIZ-I,03 - 03-G 2016-17,CS-03,10.0,A+,
2012-0877,79,QUIZ-I,03 - 03-G 2016-17,CS-03,6.5,B,
2013-1018,09,QUIZ-I,03 - 03-G 2016-17,CS-03,10.0,A+,
2015-1438,15,QUIZ-I,03 - 03-G 2016-17,CS-03,8.0,A,
2014-1161,52,QUIZ-I,03 - 03-G 2016-17,CS-03,8.0,A,
2013-1008,59,QUIZ-I,03 - 03-G 2016-17,CS-03,10.0,A+,
2011-0805,05,QUIZ-I,03 - 03-G 2016-17,CS-03,8.0,A,
2011-0814,06,QUIZ-I,03 - 03-G 2016-17,CS-03,10.0,A+,
2011-0868,73,QUIZ-I,03 - 03-G 2016-17,CS-03,8.0,A,
2016-1514,54,QUIZ-I,03 - 03-G 2016-17,CS-03,9.0,A+,
2014-1293,70,QUIZ-I,03 - 03-G 2016-17,CS-03,7.0,B+,
2014-1233,72,QUIZ-I,03 - 03-G 2016-17,CS-03,8.0,A,
2014-1178,11,QUIZ-I,03 - 03-G 2016-17,CS-03,10.0,A+,
2012-0971,18,QUIZ-I,03 - 03-G 2016-17,CS-03,10.0,A+,
2016-1498,74,QUIZ-I,03 - 03-S 2016-17,CS-03,7.0,B+,
2015-1349,76,QUIZ-I,03 - 03-S 2016-17,CS-03,7.0,B+,
2011-0745,56,QUIZ-I,03 - 03-S 2016-17,CS-03,8.5,A,
2011-0853,69,QUIZ-I,03 - 03-S 2016-17,CS-03,7.0,B+,
2011-0790,60,QUIZ-I,03 - 03-S 2016-17,CS-03,9.0,A+,
2013-1017,04,QUIZ-I,03 - 03-S 2016-17,CS-03,10.0,A+,
2014-1207,57,QUIZ-I,03 - 03-S 2016-17,CS-03,9.0,A+,
2012-0949,80,QUIZ-I,03 - 03-S 2016-17,CS-03,9.0,A+,
2012-0941,17,QUIZ-I,03 - 03-S 2016-17,CS-03,9.5,A+,
2014-1168,02,QUIZ-I,03 - 03-S 2016-17,CS-03,10.0,A+,
2013-1072,20,QUIZ-I,03 - 03-S 2016-17,CS-03,10.0,A+,
2014-1246,16,QUIZ-I,03 - 03-S 2016-17,CS-03,9.0,A+,
2011-0852,68,QUIZ-I,03 - 03-S 2016-17,CS-03,7.0,B+,
2012-0972,65,QUIZ-I,03 - 03-S 2016-17,CS-03,9.0,A+,
2015-1316,22,QUIZ-I,03 - 03-S 2016-17,CS-03,8.0,A,
2011-0873,77,QUIZ-I,03 - 03-S 2016-17,CS-03,7.5,B+,
2012-0988,51,QUIZ-I,03 - 03-S 2016-17,CS-03,7.0,B+,
2011-0791,61,QUIZ-I,03 - 03-S 2016-17,CS-03,7.0,B+,
2014-1170,10,QUIZ-I,03 - 03-S 2016-17,CS-03,9.0,A+,
2011-0842,01,QUIZ-I,03 - 03-S 2016-17,CS-03,10.0,A+,
2014-1287,08,QUIZ-I,03 - 03-S 2016-17,CS-03,8.0,A,
2011-0820,07,QUIZ-I,03 - 03-S 2016-17,CS-03,7.0,B+,
2014-1230,66,QUIZ-I,03 - 03-S 2016-17,CS-03,7.0,B+,
2014-1203,55,QUIZ-I,03 - 03-S 2016-17,CS-03,9.0,A+,
2012-0920,14,QUIZ-I,03 - 03-S 2016-17,CS-03,9.0,A+,
2014-1209,13,QUIZ-I,03 - 03-S 2016-17,CS-03,7.0,B+,
2012-0948,78,QUIZ-I,03 - 03-S 2016-17,CS-03,7.0,B+,
2014-1242,75,QUIZ-I,03 - 03-S 2016-17,CS-03,10.0,A+,
2013-1063,21,QUIZ-I,03 - 03-S 2016-17,CS-03,9.5,A+,
2016-1503,23,QUIZ-I,02 - 02-P 2016-17,MAT-02,21.5,A,
2016-1506,21,QUIZ-I,02 - 02-P 2016-17,MAT-02,22.0,A,
2014-1259,83,QUIZ-I,02 - 02-P 2016-17,MAT-02,20.5,A,
2011-0781,84,QUIZ-I,02 - 02-P 2016-17,MAT-02,23.5,A+,
2013-1010,11,QUIZ-I,02 - 02-P 2016-17,MAT-02,23.5,A+,
2013-1077,76,QUIZ-I,02 - 02-P 2016-17,MAT-02,24.0,A+,
2014-1211,05,QUIZ-I,02 - 02-P 2016-17,MAT-02,25.0,A+,
2014-1177,72,QUIZ-I,02 - 02-P 2016-17,MAT-02,24.5,A+,
2011-0872,58,QUIZ-I,02 - 02-P 2016-17,MAT-02,20.5,A,
2015-1330,07,QUIZ-I,02 - 02-P 2016-17,MAT-02,23.0,A+,
2015-1354,08,QUIZ-I,02 - 02-P 2016-17,MAT-02,24.5,A+,
2016-1511,90,QUIZ-I,02 - 02-P 2016-17,MAT-02,24.5,A+,
2016-1487,88,QUIZ-I,02 - 02-P 2016-17,MAT-02,23.0,A+,
2015-1420,19,QUIZ-I,02 - 02-P 2016-17,MAT-02,22.5,A+,
2012-0928,59,QUIZ-I,02 - 02-P 2016-17,MAT-02,12.5,C,
2014-1234,82,QUIZ-I,02 - 02-P 2016-17,MAT-02,23.0,A+,
2014-1294,80,QUIZ-I,02 - 02-P 2016-17,MAT-02,24.5,A+,
2012-0990,09,QUIZ-I,02 - 02-P 2016-17,MAT-02,24.0,A+,
N2011-0785,93,QUIZ-I,02 - 02-P 2016-17,MAT-02,20.5,A,
2013-1061,14,QUIZ-I,02 - 02-P 2016-17,MAT-02,17.5,B+,
2012-0904,55,QUIZ-I,02 - 02-P 2016-17,MAT-02,24.5,A+,
2013-1012,52,QUIZ-I,02 - 02-P 2016-17,MAT-02,24.0,A+,
2010-0940,62,QUIZ-I,02 - 02-P 2016-17,MAT-02,21.5,A,
2013-1050,77,QUIZ-I,02 - 02-P 2016-17,MAT-02,25.0,A+,
2015-1341,03,QUIZ-I,02 - 02-P 2016-17,MAT-02,22.5,A+,
2014-1183,01,QUIZ-I,02 - 02-P 2016-17,MAT-02,22.0,A,
2015-1319,86,QUIZ-I,01 - 01-R 2016-17,ISL-01,10.0,A+,
2015-1331,87,QUIZ-I,01 - 01-R 2016-17,ISL-01,10.0,A+,
2013-1019,56,QUIZ-I,01 - 01-R 2016-17,ISL-01,9.5,A+,
2016-1491,80,QUIZ-I,01 - 01-R 2016-17,ISL-01,10.0,A+,
2015-1353,72,QUIZ-I,01 - 01-R 2016-17,ISL-01,10.0,A+,
2013-1148,78,QUIZ-I,01 - 01-R 2016-17,ISL-01,9.0,A+,
2013-1001,52,QUIZ-I,01 - 01-R 2016-17,ISL-01,10.0,A+,
2014-1236,83,QUIZ-I,01 - 01-R 2016-17,ISL-01,10.0,A+,
2014-1284,85,QUIZ-I,01 - 01-R 2016-17,ISL-01,10.0,A+,
2013-1147,14,QUIZ-I,01 - 01-R 2016-17,ISL-01,9.0,A+,
2013-1140,73,QUIZ-I,01 - 01-R 2016-17,ISL-01,10.0,A+,
2015-1374,77,QUIZ-I,01 - 01-R 2016-17,ISL-01,9.5,A+,
2013-1060,03,QUIZ-I,01 - 01-R 2016-17,ISL-01,10.0,A+,
2013-1143,75,QUIZ-I,01 - 01-R 2016-17,ISL-01,9.5,A+,
2014-1262,17,QUIZ-I,01 - 01-R 2016-17,ISL-01,10.0,A+,
2014-1300,18,QUIZ-I,01 - 01-R 2016-17,ISL-01,10.0,A+,
2013-1135,58,QUIZ-I,01 - 01-R 2016-17,ISL-01,10.0,A+,
2013-1003,53,QUIZ-I,01 - 01-R 2016-17,ISL-01,10.0,A+,
2013-1000,01,QUIZ-I,01 - 01-R 2016-17,ISL-01,10.0,A+,
2015-1425,08,QUIZ-I,01 - 01-R 2016-17,ISL-01,10.0,A+,
2015-1389,19,QUIZ-I,01 - 01-R 2016-17,ISL-01,10.0,A+,
2016-1533,09,QUIZ-I,01 - 01-R 2016-17,ISL-01,10.0,A+,
2013-1075,66,QUIZ-I,01 - 01-R 2016-17,ISL-01,9.0,A+,
2013-1042,61,QUIZ-I,01 - 01-R 2016-17,ISL-01,8.5,A,
2013-1134,13,QUIZ-I,01 - 01-R 2016-17,ISL-01,9.5,A+,
2015-1351,12,QUIZ-I,01 - 01-R 2016-17,ISL-01,10.0,A+,
2014-1196,15,QUIZ-I,01 - 01-R 2016-17,ISL-01,9.0,A+,
2014-1239,84,QUIZ-I,01 - 01-R 2016-17,ISL-01,10.0,A+,
2016-1492,04,QUIZ-I,01 - 01-R 2016-17,ISL-01,10.0,A+,
2012-0989,21,QUIZ-I,01 - 01-B 2016-17,ENG-01,17.5,B+,
2016-1501,91,QUIZ-I,01 - 01-B 2016-17,ENG-01,23.0,A+,
2015-1320,20,QUIZ-I,01 - 01-B 2016-17,ENG-01,23.0,A+,
2013-1029,59,QUIZ-I,01 - 01-B 2016-17,ENG-01,24.0,A+,
2013-1126,70,QUIZ-I,01 - 01-B 2016-17,ENG-01,24.0,A+,
2013-1078,67,QUIZ-I,01 - 01-B 2016-17,ENG-01,24.0,A+,
2013-1142,74,QUIZ-I,01 - 01-B 2016-17,ENG-01,24.5,A+,
2013-1058,64,QUIZ-I,01 - 01-B 2016-17,ENG-01,25.0,A+,
2015-1436,51,QUIZ-I,01 - 01-B 2016-17,ENG-01,23.0,A+,
2012-0996,88,QUIZ-I,01 - 01-B 2016-17,ENG-01,20.0,A,
2013-1130,11,QUIZ-I,01 - 01-B 2016-17,ENG-01,23.5,A+,
2013-1106,06,QUIZ-I,01 - 01-B 2016-17,ENG-01,24.0,A+,
2014-1274,54,QUIZ-I,01 - 01-B 2016-17,ENG-01,24.5,A+,
2014-1285,05,QUIZ-I,01 - 01-B 2016-17,ENG-01,24.0,A+,
2015-1312,81,QUIZ-I,01 - 01-B 2016-17,ENG-01,23.0,A+,
2013-1023,57,QUIZ-I,01 - 01-B 2016-17,ENG-01,23.0,A+,
2013-1007,55,QUIZ-I,01 - 01-B 2016-17,ENG-01,13.0,C,
2016-1477,69,QUIZ-I,01 - 01-B 2016-17,ENG-01,25.0,A+,
2013-1053,63,QUIZ-I,01 - 01-B 2016-17,ENG-01,24.5,A+,
2015-1348,89,QUIZ-I,01 - 01-B 2016-17,ENG-01,24.0,A+,
2013-1059,65,QUIZ-I,01 - 01-B 2016-17,ENG-01,23.0,A+,
2013-1011,02,QUIZ-I,01 - 01-B 2016-17,ENG-01,23.0,A+,
2013-1178,71,QUIZ-I,01 - 01-B 2016-17,ENG-01,24.0,A+,
2014-1169,82,QUIZ-I,01 - 01-B 2016-17,ENG-01,22.0,A,
2014-1149,79,QUIZ-I,01 - 01-B 2016-17,ENG-01,23.0,A+,
2013-1048,62,QUIZ-I,01 - 01-B 2016-17,ENG-01,25.0,A+,
2014-1220,16,QUIZ-I,01 - 01-B 2016-17,ENG-01,24.5,A+,
2015-1319,86,QUIZ-I,01 - 01-R 2016-17,MAT-01,25.0,A+,
2015-1331,87,QUIZ-I,01 - 01-R 2016-17,MAT-01,25.0,A+,
2013-1019,56,QUIZ-I,01 - 01-R 2016-17,MAT-01,25.0,A+,
2016-1491,80,QUIZ-I,01 - 01-R 2016-17,MAT-01,25.0,A+,
2015-1353,72,QUIZ-I,01 - 01-R 2016-17,MAT-01,24.0,A+,
2013-1148,78,QUIZ-I,01 - 01-R 2016-17,MAT-01,25.0,A+,
2013-1001,52,QUIZ-I,01 - 01-R 2016-17,MAT-01,23.0,A+,
2014-1236,83,QUIZ-I,01 - 01-R 2016-17,MAT-01,22.5,A+,
2014-1284,85,QUIZ-I,01 - 01-R 2016-17,MAT-01,23.0,A+,
2013-1147,14,QUIZ-I,01 - 01-R 2016-17,MAT-01,25.0,A+,
2013-1140,73,QUIZ-I,01 - 01-R 2016-17,MAT-01,24.0,A+,
2015-1374,77,QUIZ-I,01 - 01-R 2016-17,MAT-01,24.0,A+,
2013-1060,03,QUIZ-I,01 - 01-R 2016-17,MAT-01,24.0,A+,
2013-1143,75,QUIZ-I,01 - 01-R 2016-17,MAT-01,25.0,A+,
2014-1262,17,QUIZ-I,01 - 01-R 2016-17,MAT-01,24.0,A+,
2014-1300,18,QUIZ-I,01 - 01-R 2016-17,MAT-01,25.0,A+,
2013-1135,58,QUIZ-I,01 - 01-R 2016-17,MAT-01,23.0,A+,
2013-1003,53,QUIZ-I,01 - 01-R 2016-17,MAT-01,25.0,A+,
2013-1000,01,QUIZ-I,01 - 01-R 2016-17,MAT-01,25.0,A+,
2015-1425,08,QUIZ-I,01 - 01-R 2016-17,MAT-01,25.0,A+,
2015-1389,19,QUIZ-I,01 - 01-R 2016-17,MAT-01,24.5,A+,
2016-1533,09,QUIZ-I,01 - 01-R 2016-17,MAT-01,25.0,A+,
2013-1075,66,QUIZ-I,01 - 01-R 2016-17,MAT-01,18.5,B+,
2013-1042,61,QUIZ-I,01 - 01-R 2016-17,MAT-01,20.5,A,
2013-1134,13,QUIZ-I,01 - 01-R 2016-17,MAT-01,24.0,A+,
2015-1351,12,QUIZ-I,01 - 01-R 2016-17,MAT-01,24.0,A+,
2014-1196,15,QUIZ-I,01 - 01-R 2016-17,MAT-01,24.0,A+,
2014-1239,84,QUIZ-I,01 - 01-R 2016-17,MAT-01,25.0,A+,
2016-1492,04,QUIZ-I,01 - 01-R 2016-17,MAT-01,25.0,A+,
2011-0814,06,QUIZ-I,03 - 03-G 2016-17,MAT-03,22.5,A+,
2011-0868,73,QUIZ-I,03 - 03-G 2016-17,MAT-03,14.0,C,
2014-1293,70,QUIZ-I,03 - 03-G 2016-17,MAT-03,21.0,A,
2014-1233,72,QUIZ-I,03 - 03-G 2016-17,MAT-03,25.0,A+,
2016-1503,23,QUIZ-I,02 - 02-P 2016-17,ENG-02,23.5,A+,
2016-1506,21,QUIZ-I,02 - 02-P 2016-17,ENG-02,24.0,A+,
2014-1259,83,QUIZ-I,02 - 02-P 2016-17,ENG-02,25.0,A+,
2011-0781,84,QUIZ-I,02 - 02-P 2016-17,ENG-02,24.5,A+,
2013-1010,11,QUIZ-I,02 - 02-P 2016-17,ENG-02,24.5,A+,
2013-1077,76,QUIZ-I,02 - 02-P 2016-17,ENG-02,25.0,A+,
2014-1211,05,QUIZ-I,02 - 02-P 2016-17,ENG-02,25.0,A+,
2014-1177,72,QUIZ-I,02 - 02-P 2016-17,ENG-02,24.5,A+,
2011-0872,58,QUIZ-I,02 - 02-P 2016-17,ENG-02,25.0,A+,
2015-1330,07,QUIZ-I,02 - 02-P 2016-17,ENG-02,25.0,A+,
2015-1354,08,QUIZ-I,02 - 02-P 2016-17,ENG-02,25.0,A+,
2016-1511,90,QUIZ-I,02 - 02-P 2016-17,ENG-02,24.0,A+,
2016-1487,88,QUIZ-I,02 - 02-P 2016-17,ENG-02,25.0,A+,
2015-1324,86,QUIZ-I,02 - 02-P 2016-17,ENG-02,25.0,A+,
2015-1420,19,QUIZ-I,02 - 02-P 2016-17,ENG-02,25.0,A+,
2012-0928,59,QUIZ-I,02 - 02-P 2016-17,ENG-02,20.0,A,
2014-1234,82,QUIZ-I,02 - 02-P 2016-17,ENG-02,25.0,A+,
2014-1294,80,QUIZ-I,02 - 02-P 2016-17,ENG-02,23.0,A+,
2012-0990,09,QUIZ-I,02 - 02-P 2016-17,ENG-02,25.0,A+,
N2011-0785,93,QUIZ-I,02 - 02-P 2016-17,ENG-02,25.0,A+,
2013-1061,14,QUIZ-I,02 - 02-P 2016-17,ENG-02,23.0,A+,
2012-0904,55,QUIZ-I,02 - 02-P 2016-17,ENG-02,25.0,A+,
2013-1012,52,QUIZ-I,02 - 02-P 2016-17,ENG-02,24.5,A+,
2010-0940,62,QUIZ-I,02 - 02-P 2016-17,ENG-02,25.0,A+,
2013-1050,77,QUIZ-I,02 - 02-P 2016-17,ENG-02,25.0,A+,
2015-1341,03,QUIZ-I,02 - 02-P 2016-17,ENG-02,25.0,A+,
2014-1183,01,QUIZ-I,02 - 02-P 2016-17,ENG-02,21.0,A,
2016-1493,58,QUIZ-I,03 - 03-G 2016-17,MAT-03,25.0,A+,
2015-1400,82,QUIZ-I,03 - 03-G 2016-17,MAT-03,24.0,A+,
2011-0849,12,QUIZ-I,03 - 03-G 2016-17,MAT-03,21.5,A,
2012-0889,19,QUIZ-I,03 - 03-G 2016-17,MAT-03,24.0,A+,
2015-1329,23,QUIZ-I,03 - 03-G 2016-17,MAT-03,20.0,A,
2011-0786,63,QUIZ-I,03 - 03-G 2016-17,MAT-03,23.0,A+,
2013-1080,83,QUIZ-I,03 - 03-G 2016-17,MAT-03,25.0,A+,
2012-0924,67,QUIZ-I,03 - 03-G 2016-17,MAT-03,25.0,A+,
2012-0887,53,QUIZ-I,03 - 03-G 2016-17,MAT-03,22.5,A+,
2013-1062,84,QUIZ-I,03 - 03-G 2016-17,MAT-03,25.0,A+,
2014-1256,86,QUIZ-I,03 - 03-G 2016-17,MAT-03,25.0,A+,
2011-0857,71,QUIZ-I,03 - 03-G 2016-17,MAT-03,25.0,A+,
2012-0954,81,QUIZ-I,03 - 03-G 2016-17,MAT-03,16.5,B,
2013-1018,09,QUIZ-I,03 - 03-G 2016-17,MAT-03,25.0,A+,
2015-1395,85,QUIZ-I,03 - 03-G 2016-17,MAT-03,25.0,A+,
2015-1438,15,QUIZ-I,03 - 03-G 2016-17,MAT-03,24.0,A+,
2014-1161,52,QUIZ-I,03 - 03-G 2016-17,MAT-03,25.0,A+,
2013-1008,59,QUIZ-I,03 - 03-G 2016-17,MAT-03,25.0,A+,
2011-0805,05,QUIZ-I,03 - 03-G 2016-17,MAT-03,24.0,A+,
2016-1514,54,QUIZ-I,03 - 03-G 2016-17,MAT-03,20.0,A,
2014-1178,11,QUIZ-I,03 - 03-G 2016-17,MAT-03,22.5,A+,
2012-0971,18,QUIZ-I,03 - 03-G 2016-17,MAT-03,23.0,A+,
2016-1491,80,QUIZ-I,01 - 01-R 2016-17,CS-01,10.0,A+,
2014-1300,18,QUIZ-I,01 - 01-R 2016-17,CS-01,10.0,A+,
